date,blue_ci,blue_ci_ratio
2022-01-01 00:00:00,1.0205979202327,0.910192991039015
2022-01-02 00:00:00,1.02509928065683,0.977476725074727
2022-01-03 00:00:00,1.01483725259346,0.766963770387447
2022-01-06 00:00:00,1.0054708088644,0.295148461779567
2022-01-07 00:00:00,1.01167576184493,1.12748269339085
2022-01-08 00:00:00,1.00468964207454,0.126015214973968
2022-01-09 00:00:00,1.01413773027329,0.585019484090729
2022-01-10 00:00:00,1.01470805861826,0.967026258552128
2022-01-11 00:00:00,1.00700692815756,0.479458272230276
2022-01-12 00:00:00,1.01961212099437,1.26263654891398
2022-01-13 00:00:00,1.03391366628749,2.26333049121819
2022-01-14 00:00:00,1.00867424962668,0.54809817834441
2022-01-15 00:00:00,1.01105880197726,0.76104421908524
2022-01-16 00:00:00,1.00825516637464,0.449281239472861
2022-01-17 00:00:00,1.00996607882337,0.585475705503346
2022-01-18 00:00:00,1.01008179428064,0.465658077428335
2022-01-19 00:00:00,1.01245333303389,0.588815341405507
2022-01-22 00:00:00,1.01901493150749,0.995879163050254
2022-01-24 00:00:00,1.01137922130544,1.1496048659312
2022-01-27 00:00:00,1.00032679981194,0.0128131802309041
2022-01-28 00:00:00,1.01433917514896,0.888830659187639
2022-01-30 00:00:00,1.00814685286253,0.554754705623492
2022-02-11 00:00:00,1.0176676769955,0.753221993122975
2022-02-12 00:00:00,1.01366667334718,1.85200342276247
2022-02-13 00:00:00,1.0013741869193,0.0515721956757747
2022-02-23 00:00:00,1.00599420287857,0.181027951334443
2022-07-09 00:00:00,1.01607314973732,1.75998826092175
2022-07-16 00:00:00,1.02691842837844,2.77515012154691
2022-07-18 00:00:00,1.00944575673467,0.317838469088505
2022-07-19 00:00:00,1.03335212726724,1.34454345993812
2022-07-20 00:00:00,1.03640837912897,0.697606605459393
2022-07-21 00:00:00,1.02085122689148,0.610680574508307
2022-07-22 00:00:00,1.03244076899669,0.857704650606263
2022-07-23 00:00:00,1.05644932558712,1.30849473875105
2022-07-24 00:00:00,1.01729163265994,0.855788031941002
2022-07-25 00:00:00,1.02384018112417,0.538911914117042
2022-07-26 00:00:00,1.03556244657283,0.605229634252613
2022-07-27 00:00:00,1.03896816820843,0.987455596996548
2022-07-28 00:00:00,1.07292458213918,1.02072010462019
2022-07-29 00:00:00,1.03872488058091,0.915270073603106
2022-07-30 00:00:00,1.07289548489641,0.995872165510983
2022-07-31 00:00:00,1.0446970187969,1.07196285483507
2022-08-01 00:00:00,1.02931462098768,0.447276406322547
2022-08-02 00:00:00,1.05084647832064,1.12648844282264
2022-08-03 00:00:00,1.02662562676585,0.784577758268235
2022-08-04 00:00:00,1.05051072949268,0.899500282148089
2022-08-05 00:00:00,1.06530114990597,1.23721423861981
2022-08-06 00:00:00,1.07230470155255,1.14002419332558
2022-08-07 00:00:00,1.05809270290815,0.654411013926763
2022-08-08 00:00:00,1.11393534934873,1.13606462323464
2022-08-09 00:00:00,1.07517949485128,1.58914977911336
2022-08-10 00:00:00,1.06059028725728,0.590235680103009
2022-08-11 00:00:00,1.07272419386389,1.3752647939328
2022-08-12 00:00:00,1.09414050904096,2.15706459786662
2022-08-13 00:00:00,1.06779887674201,0.850052972970956
2022-08-14 00:00:00,1.04845742481327,1.16270915639089
2022-08-15 00:00:00,1.06794768125648,0.828254125474506
2022-08-16 00:00:00,1.08334601677505,0.911823710390563
2022-08-17 00:00:00,1.08831887298993,0.764007465281969
2022-08-18 00:00:00,1.03945211728483,0.443734918196699
2022-08-19 00:00:00,1.07134340096827,0.917163613083056
2022-08-20 00:00:00,1.04438867684071,1.00573688912865
2022-08-21 00:00:00,1.08313579051991,0.687918650343269
2022-08-22 00:00:00,1.13718585039934,0.799288568999261
2022-08-23 00:00:00,1.08090674502835,0.725566589519431
2022-08-24 00:00:00,1.09127299447159,1.08634638638855
2022-08-25 00:00:00,1.0850689594455,1.10295583828524
2022-08-26 00:00:00,1.07635539629481,0.757194309742524
2022-08-27 00:00:00,1.09628249296694,1.29215014514317
2022-08-28 00:00:00,1.1442088621122,1.13850022863037
2022-08-29 00:00:00,1.12950029641421,0.958389106536718
2022-08-30 00:00:00,1.11642803816467,1.16387124991999
2022-08-31 00:00:00,1.09382193378334,0.75468666370769
2022-09-01 00:00:00,1.14506355457847,1.2749091969608
2022-09-02 00:00:00,1.10410753870585,1.27748337171626
2022-09-03 00:00:00,1.09066165047433,1.1418634839852
2022-09-04 00:00:00,1.04156420234894,0.61992587383765
2022-09-05 00:00:00,1.05420485777506,0.651693827802527
2022-09-06 00:00:00,1.04750829302595,0.81005178582351
2022-09-09 00:00:00,1.08052870878465,0.993697304382966
2022-09-10 00:00:00,1.09633093995816,0.944485559492016
2022-09-11 00:00:00,1.13703195899388,1.2299687707659
2022-09-12 00:00:00,1.11333745825722,0.742502224429775
2022-09-13 00:00:00,1.15533001196901,1.67067063999916
2022-09-14 00:00:00,1.08365453522746,0.923485336755491
2022-09-15 00:00:00,1.08762815049557,0.758751488492412
2022-09-16 00:00:00,1.10435767235193,0.618320595972972
2022-09-17 00:00:00,1.16664765606705,1.15485928264791
2022-09-18 00:00:00,1.12006359402304,1.30015936807649
2022-09-19 00:00:00,1.09570274640648,0.687643919209659
2022-09-20 00:00:00,1.10486579454823,0.845406384028942
2022-09-21 00:00:00,1.14863825712631,0.996724432272872
2022-09-22 00:00:00,1.13785162198742,1.1363964342051
2022-09-23 00:00:00,1.10915407064089,0.896359142911417
2022-09-24 00:00:00,1.12087356560891,0.890708400471034
